position,overall,wage_eur,age,height_cm,weight_kg,club_name,nationality_name
Midfield,56,1205.0,23,177,79,Barcelona Sporting Club,New Zealand
Defense,78,43754.0,25,188,80,Lillestrøm SK,Northern Ireland
GoalKeeper,71,939.0,31,185,78,Manchester United,Croatia
Offense,66,6398.0,31,185,67,AS Saint-Étienne,England
Defense,73,500.0,26,184,85,U.C. Sampdoria,Montserrat
Midfield,56,1490.0,28,181,76,Club Cerro Porteño,Saudi Arabia
Defense,77,82861.0,31,169,82,Lazio,Israel
Defense,71,1941.0,23,185,74,Toronto FC,Republic of Ireland
GoalKeeper,66,95953.0,26,190,82,Real Sociedad B,Brazil
Defense,90,5744.0,30,193,77,Al Tai,Grenada
Offense,63,18394.0,22,186,74,Derby County,Italy
Midfield,71,2413.0,25,169,74,Dundee FC,Faroe Islands
Offense,77,1254.0,28,177,76,Oud-Heverlee Leuven,Israel
Midfield,62,1035.0,20,174,66,Argentinos Juniors,India
Defense,78,9045.0,24,181,77,Sporting Kansas City,Korea Republic
Defense,78,53008.0,34,186,76,Moreirense FC,Grenada
Defense,73,49284.0,22,178,80,Club Sporting Cristal,Honduras
Midfield,57,1540.0,23,170,74,En Avant de Guingamp,Israel
GoalKeeper,59,815.0,31,184,76,FC Erzgebirge Aue,Croatia
Defense,60,720.0,25,183,78,Lillestrøm SK,Korea Republic
Defense,71,9983.0,32,182,73,Sporting Kansas City,Morocco
Defense,81,36610.0,31,183,79,Barcelona Sporting Club,Italy
Offense,71,548.0,18,183,76,Sporting Kansas City,Italy
Midfield,77,12878.0,31,172,76,Lillestrøm SK,Kosovo
Offense,62,10084.0,29,183,79,Servette FC,Germany
Defense,73,26514.0,34,188,77,Lillestrøm SK,Belgium
Defense,68,32177.0,22,187,75,Oud-Heverlee Leuven,Spain
Defense,74,2737.0,34,182,87,Sporting Kansas City,Argentina
Defense,65,65817.0,29,187,78,Spartak Moskva,Slovakia
Midfield,64,1532.0,20,183,67,AC Ajaccio,Portugal
Midfield,79,500.0,29,173,75,FC Viktoria Plzeň,Sierra Leone
Defense,75,1261.0,21,188,82,Al Taawoun,United States
GoalKeeper,72,3738.0,27,193,81,Atlético de Madrid,England
Defense,54,1988.0,30,175,80,Odisha FC,Paraguay
Defense,64,8097.0,27,188,72,Atlético de Madrid,Croatia
Defense,73,10235.0,27,187,68,Atakaş Hatayspor,Bolivia
Midfield,63,10008.0,29,169,74,Shanghai Port FC,Montserrat
Defense,74,14561.0,28,183,78,Atlético Nacional,France
Defense,62,507.0,21,181,83,Real Sociedad,Ecuador
Defense,78,10583.0,31,178,73,Sporting Kansas City,Sweden
Offense,75,5479.0,25,187,78,En Avant de Guingamp,England
Defense,65,10611.0,28,189,74,AC Mineros de Guayana,Mauritius
Defense,68,44042.0,23,184,74,Lillestrøm SK,Spain
Defense,51,541.0,21,172,82,US Quevilly Rouen Métropole,Iran
Midfield,60,720.0,19,171,68,Wrexham AFC,Poland
Defense,68,9114.0,27,178,72,Toronto FC,Brazil
Defense,66,835.0,29,183,75,Plymouth Argyle,Sweden
Midfield,58,1845.0,24,176,73,Swindon Town,Norway
Defense,54,631.0,21,184,77,CD Huachipato,Bosnia and Herzegovina
Midfield,69,1309.0,25,174,75,Pogoń Szczecin,Argentina
Defense,73,10319.0,26,183,73,Watford,Saudi Arabia
Midfield,58,653.0,20,175,70,Nagoya Grampus,Malawi
GoalKeeper,75,2650.0,22,181,87,Bengaluru FC,Madagascar
Midfield,64,28049.0,29,183,79,FC Schalke 04,Brazil
Defense,78,24139.0,32,182,80,Atlético Nacional,Brazil
GoalKeeper,72,500.0,32,183,83,Vitesse,Estonia
Defense,66,25913.0,27,188,79,Bristol City,Argentina
Defense,74,9390.0,25,173,84,Blackburn Rovers,United States
GoalKeeper,73,10071.0,26,183,79,Kaizer Chiefs,Greece
Defense,67,11304.0,25,187,82,AS Saint-Étienne,Denmark
Midfield,59,500.0,28,178,75,GwangJu FC,Liberia
Defense,79,2104.0,34,187,77,Cracovia,Dominican Republic
Midfield,72,10921.0,33,185,73,AS Saint-Étienne,France
Defense,75,907.0,23,185,74,AS Saint-Étienne,Sweden
GoalKeeper,81,15122.0,30,176,84,Vissel Kobe,Croatia
Defense,73,681.0,31,175,66,Los Angeles FC,Cape Verde Islands
Offense,63,10090.0,25,189,74,AC Mineros de Guayana,Iran
GoalKeeper,69,30234.0,31,197,86,NorthEast United FC,Germany
Defense,68,15637.0,29,183,69,Dijon FCO,Sweden
Midfield,62,2463.0,23,184,81,Club Cerro Porteño,Chile
Midfield,55,905.0,19,174,67,Tianjin Jinmen Tiger FC,Bolivia
Midfield,75,7249.0,28,183,75,Bologna,Bulgaria
Offense,74,5943.0,31,187,79,AC Sparta Praha,Spain
Midfield,57,745.0,18,192,66,Warta Poznań,Poland
Midfield,54,500.0,22,185,64,Atlético Nacional,Ecuador
Offense,50,1167.0,23,180,75,Leicester City,China PR
Offense,75,11255.0,27,187,75,Port Vale,Malawi
Midfield,74,2272.0,24,183,74,Club Cerro Porteño,Republic of Ireland
GoalKeeper,63,612.0,38,184,81,Al Taawoun,Croatia
Offense,69,2283.0,29,181,66,Yokohama F. Marinos,Angola
Midfield,72,9382.0,28,168,72,Atlético Nacional,Ecuador
Defense,64,30619.0,32,185,74,Sarpsborg 08 FF,Germany
Defense,67,4830.0,28,188,73,Toronto FC,Belgium
GoalKeeper,64,1739.0,19,180,82,Real Sociedad B,Republic of Ireland
Defense,76,5009.0,29,192,83,Real Sociedad B,Argentina
GoalKeeper,76,29810.0,28,186,82,Estoril Praia,England
GoalKeeper,66,980.0,29,183,74,Royale Union Saint-Gilloise,New Zealand
Midfield,57,738.0,19,174,66,Orlando City Soccer Club,Poland
Defense,72,6026.0,28,182,74,Real Sociedad B,Sweden
Defense,71,11203.0,33,183,72,Real Sociedad B,Sweden
Midfield,67,1282.0,21,175,73,Hallescher FC,China PR
Defense,73,3056.0,32,173,84,Morecambe,Mexico
Defense,72,5029.0,24,187,76,Queens Park Rangers,Wales
Offense,64,4145.0,31,183,88,Club Deportivo Guabirá,New Zealand
Defense,64,52189.0,27,184,73,Real Sociedad B,Sweden
Defense,71,16876.0,31,184,74,Millwall,Honduras
Midfield,60,722.0,31,170,74,Toronto FC,Republic of Ireland
Offense,70,12357.0,25,194,73,Toronto FC,England
Defense,75,1789.0,31,187,74,Toronto FC,Scotland
Defense,64,9713.0,31,186,79,Al Ittihad,Uzbekistan
Midfield,80,2798.0,29,171,74,AFC Bournemouth,France
Midfield,73,1424.0,35,183,87,Atlético de Madrid,Scotland
Defense,70,9284.0,26,170,75,Toronto FC,Spain
Offense,65,37614.0,26,187,80,F.C. København,England
Defense,79,24135.0,29,187,78,Toronto FC,Spain
Midfield,65,1984.0,22,177,65,Olympiacos CFP,Argentina
Midfield,57,4100.0,20,176,73,Newell's Old Boys,Bolivia
Defense,52,12825.0,20,193,66,Motherwell,Ecuador
Defense,71,2607.0,29,186,74,AS Saint-Étienne,Sweden
Defense,73,3430.0,32,188,80,Stabæk Fotball,Germany
Defense,65,29710.0,20,173,79,La Equidad,Netherlands
Defense,71,2171.0,29,183,75,FC Schalke 04,Spain
Defense,62,7522.0,25,175,78,Club América,Argentina
Defense,79,33776.0,27,183,74,Sutton United,Brazil
Defense,63,7165.0,29,183,73,Lillestrøm SK,Republic of Ireland
Midfield,63,3642.0,31,183,69,Atlético de Madrid,Argentina
Defense,56,803.0,31,196,76,FC Dallas,Ukraine
Midfield,60,9532.0,20,181,65,Luton Town,Cape Verde Islands
Defense,63,13414.0,31,174,80,Qingdao FC,Israel
Defense,73,1963.0,29,192,75,Club The Strongest,Ukraine
GoalKeeper,70,7791.0,29,187,77,Atlético Tucumán,Benin
Defense,74,3808.0,31,186,67,AS Saint-Étienne,Spain
Defense,62,14241.0,32,183,72,Toronto FC,Saudi Arabia
Defense,72,662.0,18,187,82,AS Monaco,Korea Republic
Defense,65,24821.0,32,180,81,Atlético Nacional,Colombia
Offense,67,1626.0,21,180,83,Fortuna Düsseldorf,England
Midfield,64,1691.0,28,173,75,Cerezo Osaka,China PR
Defense,72,30681.0,27,189,77,Club de Foot Montréal,Romania
GoalKeeper,70,500.0,23,184,77,Vélez Sarsfield,Paraguay
Offense,59,2454.0,21,187,75,Club Olimpia,England
Defense,79,5405.0,29,177,78,Accrington Stanley,Honduras
Midfield,64,1197.0,23,172,77,Real Sociedad B,Algeria
Midfield,75,8933.0,32,182,78,PSV,United Arab Emirates
Defense,59,4405.0,29,179,79,Dijon FCO,England
Defense,70,10762.0,24,186,76,AS Saint-Étienne,Netherlands
Defense,68,15716.0,29,182,72,CF Fuenlabrada,Uzbekistan
GoalKeeper,61,53339.0,29,195,73,Jeju United FC,Syria
Defense,68,500.0,33,182,77,Toronto FC,Sweden
GoalKeeper,66,7832.0,24,183,80,Toronto FC,Denmark
Midfield,58,1664.0,24,172,63,Cambridge United,Ghana
Midfield,74,33526.0,33,190,78,Sporting Kansas City,England
GoalKeeper,79,1969.0,25,193,80,SV Werder Bremen,Denmark
Midfield,66,24474.0,31,188,75,Sporting Kansas City,Spain
Midfield,57,1220.0,23,183,74,Club Cerro Porteño,China PR
Defense,66,2695.0,28,173,87,CD Tenerife,Spain
GoalKeeper,76,629.0,35,193,82,Mansfield Town,Germany
Offense,75,1388.0,29,171,62,LDU Quito,Finland
Midfield,72,20645.0,35,187,67,Angers SCO,Chad
GoalKeeper,68,75455.0,28,194,80,Millwall,England
Offense,85,10570.0,27,186,76,Derry City,Luxembourg
Defense,62,16671.0,31,183,67,Newcastle Jets,Tunisia
Midfield,60,11030.0,20,174,65,Kalmar FF,England
Midfield,65,1027.0,20,179,66,KV Kortrijk,Poland
Defense,79,21261.0,29,184,83,AS Saint-Étienne,Belgium
Defense,70,33632.0,26,182,75,Toronto FC,Denmark
Midfield,57,500.0,19,171,65,PAOK,Romania
GoalKeeper,62,500.0,27,175,79,Willem II,Honduras
Midfield,66,1711.0,20,185,83,Campionii FC Arges,Egypt
Defense,67,44168.0,33,188,82,SV Zulte Waregem,France
Defense,71,14231.0,29,187,73,Toronto FC,Spain
Defense,58,9032.0,27,187,77,Lillestrøm SK,Spain
Midfield,54,520.0,18,180,68,Torino F.C.,Liberia
Defense,66,746.0,23,186,79,AS Saint-Étienne,England
Defense,56,1437.0,31,174,74,Sporting Kansas City,Spain
Offense,74,6499.0,30,171,78,Beijing Guoan FC,Republic of Ireland
Midfield,62,3679.0,37,184,76,Al Ahli,Honduras
GoalKeeper,68,28653.0,34,186,82,Boavista FC,Germany
Midfield,71,8547.0,26,184,79,Sporting Kansas City,Ghana
Midfield,60,500.0,22,186,89,Olympiacos CFP,Uganda
Defense,63,10513.0,34,186,80,Atlético de Madrid,Belgium
GoalKeeper,79,500.0,34,199,90,Los Angeles FC,England
Defense,81,1340.0,29,189,76,FC Ingolstadt 04,Mauritius
Defense,57,500.0,20,189,73,Gangwon FC,Australia
Defense,78,23052.0,31,174,76,Milton Keynes Dons,Malawi
Offense,55,8005.0,25,193,78,Melbourne City FC,Israel
Midfield,77,10874.0,34,187,76,Galatasaray SK,Argentina
Offense,64,24707.0,28,188,74,1. FC Nürnberg,Italy
GoalKeeper,77,500.0,35,194,85,FC Erzgebirge Aue,Germany
Midfield,55,1112.0,20,175,65,Sint-Truidense VV,Poland
Defense,69,9958.0,29,187,81,Gazişehir Gaziantep F.K.,Germany
Midfield,57,1401.0,19,167,69,Aalborg BK,Spain
Defense,68,3808.0,31,186,76,Atlético de Madrid,Albania
Defense,77,45258.0,32,185,83,Kristiansund BK,Spain
Defense,75,11366.0,32,190,81,Lillestrøm SK,Sweden
Midfield,76,4151.0,31,182,71,D.C. United,Malawi
Offense,76,12740.0,28,192,81,New York Red Bulls,Israel
Defense,78,3324.0,28,184,76,Udinese Calcio,Honduras
Midfield,81,13191.0,35,187,74,AS Saint-Étienne,Turkey
Defense,63,9439.0,24,187,87,PEC Zwolle,France
Offense,61,1029.0,22,189,68,Club Cerro Porteño,Norway
Defense,73,1052.0,31,188,68,Tranmere Rovers,Serbia
GoalKeeper,63,500.0,22,201,84,Club Sporting Cristal,China PR
Defense,68,1431.0,29,184,70,Yukatel Kayserispor,Malawi
Midfield,79,5822.0,35,181,74,Sporting Kansas City,Saudi Arabia
Midfield,61,500.0,22,181,79,Atlético de Madrid,Norway
Defense,60,10802.0,31,184,73,Atlético de Madrid,Argentina
Defense,71,36927.0,22,172,75,Hajduk Split,Scotland
Defense,67,1550.0,22,181,70,Suwon FC,Honduras
Defense,76,11240.0,24,185,67,Club Cerro Porteño,Brazil
GoalKeeper,80,9053.0,29,185,77,Lillestrøm SK,France
Midfield,63,1773.0,23,182,74,Brisbane Roar,Estonia
Defense,77,8446.0,23,186,84,Santos,Honduras
Defense,53,1147.0,22,178,74,Karlsruher SC,Madagascar
Midfield,54,851.0,23,177,76,Club Cerro Porteño,Norway
Midfield,55,1005.0,20,171,68,Club Cerro Porteño,Romania
Offense,74,6650.0,22,184,81,Club Always Ready,England
Offense,73,20468.0,29,186,83,Peterborough United,England
Midfield,55,1567.0,23,180,68,Lechia Gdańsk,New Zealand
Defense,53,500.0,19,181,78,Randers FC,Tunisia
Defense,62,500.0,20,190,75,Royal Antwerp FC,Uganda
Offense,62,500.0,23,174,75,Crewe Alexandra,Liberia
GoalKeeper,71,10544.0,31,193,74,Atlético de Madrid,Argentina
Defense,66,4668.0,33,183,77,Sporting Kansas City,Spain
Offense,73,500.0,30,172,70,Empoli,England
Offense,66,3276.0,31,171,74,SK Slavia Praha,Congo DR
Midfield,73,18235.0,32,185,73,Holstein Kiel,Turkey
Midfield,62,500.0,21,168,75,Legia Warszawa,Jamaica
GoalKeeper,57,500.0,20,184,77,Adana Demirspor,Croatia
Midfield,60,1016.0,23,178,65,Yokohama FC,Argentina
Midfield,51,500.0,18,197,70,Sporting Kansas City,Norway
Defense,62,10464.0,26,193,81,Toronto FC,Poland
Defense,72,10111.0,35,178,83,FK Bodø/Glimt,Brazil
Defense,65,7232.0,26,186,80,AS Saint-Étienne,Netherlands
Defense,71,1066.0,23,178,75,Atlético de Madrid,Ghana
Offense,73,40691.0,29,186,74,Empoli,England
Defense,64,5965.0,31,188,85,Al Hazem,Tunisia
Midfield,62,903.0,24,186,72,Lillestrøm SK,England
Defense,65,10819.0,25,182,74,AS Saint-Étienne,Ghana
Defense,53,617.0,34,187,64,Ceará Sporting Club,Angola
Defense,74,24278.0,31,185,74,Juventus,United Arab Emirates
Midfield,65,44061.0,28,180,74,IFK Göteborg,England
Midfield,62,1617.0,29,178,65,Club Atlético Nacional Potosí,Spain
Defense,75,10716.0,34,171,82,Sporting Kansas City,Sweden
Offense,71,3707.0,29,171,71,Real Betis Balompié,England
Midfield,63,2982.0,31,179,74,Rapid București,Argentina
Midfield,56,8284.0,24,178,68,Atlético de Madrid,Portugal
Midfield,68,1020.0,23,182,75,Hammarby IF,Honduras
Defense,69,10181.0,31,182,81,IF Elfsborg,Argentina
Defense,63,500.0,21,185,73,Atlético de Madrid,Wales
Defense,68,11324.0,32,189,73,Atlético Nacional,Spain
Offense,75,22575.0,32,186,74,AS Saint-Étienne,Paraguay
Defense,73,2020.0,27,183,74,Atlético de Madrid,Hungary
Midfield,68,45940.0,23,185,73,Toronto FC,Portugal
Defense,57,783.0,21,183,72,Lillestrøm SK,Korea Republic
GoalKeeper,74,9619.0,34,189,66,Vegalta Sendai,Iran
Midfield,52,500.0,29,179,73,San Lorenzo de Almagro,Montenegro
Defense,75,7294.0,23,187,74,Real Sociedad B,Colombia
Defense,75,2704.0,28,189,76,Real Sociedad B,Spain
Midfield,55,744.0,24,175,76,Wellington Phoenix,Montserrat
Defense,70,500.0,24,186,74,Oud-Heverlee Leuven,Spain
GoalKeeper,83,1819.0,20,178,65,BSC Young Boys,Mauritius
Defense,69,2015.0,22,176,80,Real Sociedad B,Poland
Defense,57,13770.0,32,183,80,FC Utrecht,Germany
Midfield,75,4493.0,26,183,75,Le Havre AC,Liberia
Defense,75,68043.0,26,188,81,Atlético Tucumán,Mexico
Midfield,50,500.0,21,185,71,Club Social y Deportivo Macará,Argentina
Defense,66,5232.0,20,185,62,KV Kortrijk,Germany
Defense,67,45249.0,24,184,73,Toronto FC,Spain
Midfield,75,39792.0,27,179,82,Club Atlético Rentistas,Argentina
Midfield,55,1028.0,29,176,67,Royal Antwerp FC,Portugal
Defense,76,2767.0,31,182,70,Hajduk Split,Uzbekistan
Midfield,75,11610.0,32,183,80,FC Schalke 04,Belgium
Defense,54,500.0,19,190,69,Hallescher FC,Croatia
Defense,67,500.0,31,192,66,Atlanta United,Honduras
Midfield,64,823.0,19,183,69,Minnesota United FC,Finland
Offense,53,604.0,26,171,68,Millwall,England
Midfield,57,1078.0,26,175,67,West Ham United,Poland
Midfield,60,1526.0,23,183,80,Lechia Gdańsk,Madagascar
Midfield,54,1116.0,24,175,72,Fortuna Sittard,Romania
GoalKeeper,71,9685.0,28,186,81,LA Galaxy,Mozambique
Defense,74,9649.0,35,188,81,Real Sporting de Gijón,Belgium
Defense,75,3890.0,32,188,78,1. FC Köln,Spain
Defense,54,38027.0,20,180,78,FC Dinamo 1948 Bucureşti,Mexico
Offense,62,7992.0,22,186,71,Paris FC,Croatia
Defense,72,7610.0,20,180,63,Sporting Kansas City,China PR
Defense,77,1183.0,32,181,78,Norwich City,Romania
GoalKeeper,80,7776.0,29,178,80,Śląsk Wrocław,Germany
Midfield,77,15850.0,24,187,73,Real Sociedad B,Saudi Arabia
Defense,67,1909.0,29,185,74,Shanghai Port FC,Honduras
Defense,67,7041.0,31,185,83,Drogheda United,Egypt
Defense,79,13346.0,27,189,69,Lillestrøm SK,France
Midfield,58,1026.0,24,174,68,Chicago Fire Football Club,Poland
Defense,64,7028.0,26,184,83,USL Dunkerque,Brazil
Defense,61,2008.0,25,193,74,Lillestrøm SK,Denmark
Midfield,63,10449.0,23,172,64,Hajduk Split,England
GoalKeeper,76,3321.0,34,184,78,Dijon FCO,Bosnia and Herzegovina
Defense,82,10325.0,26,187,80,Trabzonspor,Wales
Defense,79,9082.0,31,184,79,Atlético Nacional,Czech Republic
Defense,66,3916.0,33,182,75,U.C. Sampdoria,Comoros
Defense,73,59130.0,32,183,85,AS Monaco,United Arab Emirates
Defense,67,14112.0,22,180,71,Club Bolívar,Israel
GoalKeeper,72,1143.0,31,201,84,FC Viktoria 1889 Berlin,England
GoalKeeper,64,981.0,34,178,75,AS Saint-Étienne,Austria
GoalKeeper,62,9459.0,31,178,78,Toronto FC,Spain
Defense,72,8386.0,25,166,74,Mansfield Town,Chad
Defense,65,585.0,25,187,75,AS Saint-Étienne,Jamaica
Midfield,73,4266.0,26,183,74,Eintracht Braunschweig,Honduras
Offense,74,2725.0,34,185,76,Gangwon FC,England
Offense,73,5518.0,30,187,74,Santos Laguna,France
Defense,75,914.0,25,186,77,Coventry City,Germany
Defense,67,500.0,23,179,82,Cerro Largo Fútbol Club,Mexico
Defense,75,41973.0,32,185,74,Scunthorpe United,Croatia
Defense,63,500.0,20,174,70,Shamrock Rovers,Slovakia
Offense,73,1724.0,26,176,79,Angers SCO,Iran
GoalKeeper,68,1347.0,36,181,82,Borussia Mönchengladbach,Paraguay
GoalKeeper,84,766.0,24,182,76,Wigan Athletic,United Arab Emirates
Defense,63,31162.0,30,187,80,FC Luzern,Spain
Defense,64,633.0,26,179,72,AS Saint-Étienne,Saudi Arabia
Midfield,75,500.0,24,182,76,Stoke City,Finland
Defense,71,60387.0,31,177,79,Shanghai Port FC,United States
GoalKeeper,65,3971.0,23,188,81,FC Flyeralarm Admira,Croatia
Defense,65,8434.0,28,184,79,Sarpsborg 08 FF,Germany
Midfield,63,1782.0,32,177,71,Sporting Kansas City,Italy
Offense,68,26250.0,29,183,79,Levante Unión Deportiva,Montserrat
Defense,68,1601.0,31,172,78,FC Sion,United States
Defense,63,1743.0,34,183,83,Toronto FC,Republic of Ireland
GoalKeeper,71,674.0,30,198,80,PGE FKS Stal Mielec,England
Offense,64,5562.0,23,183,74,AS Saint-Étienne,Jamaica
Defense,81,14218.0,27,188,84,Club Cerro Porteño,Brazil
Defense,74,30391.0,32,185,73,Toronto FC,France
Offense,64,27562.0,21,182,74,Accrington Stanley,Antigua and Barbuda
Midfield,52,867.0,20,177,70,Club Cerro Porteño,Portugal
Defense,62,1416.0,26,184,74,RB Leipzig,Angola
Defense,71,17697.0,30,190,83,Millwall,Spain
Defense,81,16530.0,34,182,71,Nîmes Olympique,Montserrat
Midfield,55,1188.0,20,185,73,Club Brugge KV,Spain
Midfield,56,1548.0,29,178,66,RKC Waalwijk,Portugal
Defense,62,500.0,25,180,77,Tianjin Jinmen Tiger FC,Liberia
Defense,72,919.0,25,182,75,AS Saint-Étienne,Spain
Offense,75,770.0,19,181,82,Wrexham AFC,England
Offense,67,1435.0,21,176,74,AS Saint-Étienne,England
Defense,64,500.0,22,183,77,Sporting Kansas City,Republic of Ireland
Midfield,69,994.0,34,187,75,Toronto FC,Nigeria
Defense,69,500.0,30,185,79,FC Nordsjælland,Spain
Defense,72,1555.0,32,183,73,Sporting Kansas City,Côte d'Ivoire
Defense,80,7978.0,34,166,70,Gimnasia y Esgrima La Plata,Tunisia
Offense,73,8602.0,21,186,66,Real Sociedad B,England
Defense,86,49810.0,29,183,74,Leeds United,New Zealand
Defense,75,8930.0,31,196,78,Crotone,Denmark
Defense,75,104591.0,32,183,78,LA Galaxy,Denmark
Midfield,54,26631.0,19,184,75,AFC Bournemouth,England
Midfield,60,1251.0,34,180,82,Yukatel Kayserispor,New Zealand
Defense,60,500.0,19,186,75,Vélez Sarsfield,Slovakia
Midfield,79,13222.0,32,182,73,Sporting Kansas City,Congo DR
Midfield,71,84505.0,25,183,74,Club Cerro Porteño,France
Defense,74,8461.0,26,188,76,Sporting Kansas City,Colombia
Midfield,72,2007.0,31,178,75,Middlesbrough,Argentina
Defense,81,4683.0,28,182,78,Unión La Calera,Germany
Defense,79,5241.0,26,183,58,Toronto FC,Greece
GoalKeeper,75,1281.0,31,189,86,Al Ain FC,England
Defense,70,916.0,29,173,77,Club Atlético Central Córdoba,Malawi
Midfield,66,930.0,19,170,74,Sporting Kansas City,Morocco
Defense,52,500.0,19,195,70,Club Nacional,Uganda
GoalKeeper,76,1134.0,28,198,90,Stoke City,Germany
Defense,63,8399.0,29,189,74,Hajduk Split,Israel
Midfield,65,4517.0,26,177,73,AS Saint-Étienne,Guinea Bissau
Defense,62,25857.0,21,184,78,FC Dinamo 1948 Bucureşti,Ecuador
Midfield,68,1428.0,20,178,76,Lillestrøm SK,Cameroon
Midfield,65,744.0,21,183,71,Sporting Kansas City,Romania
Offense,68,28387.0,31,186,85,Chennaiyin FC,France
Midfield,59,1580.0,25,179,79,Sporting Kansas City,Ecuador
Defense,60,20074.0,21,185,81,Ross County FC,Saudi Arabia
Defense,64,996.0,22,171,68,Western United FC,Finland
Defense,75,12327.0,31,183,73,Club Deportivo Guabirá,Antigua and Barbuda
Midfield,73,2137.0,32,184,74,Sporting Kansas City,Argentina
Defense,76,3528.0,22,182,79,Angers SCO,South Africa
Midfield,59,1147.0,20,167,73,1. FC Köln,Poland
Defense,61,1085.0,23,183,75,FC Schalke 04,Northern Ireland
Offense,75,10002.0,28,186,77,Hajduk Split,England
Defense,74,1254.0,34,178,74,AS Saint-Étienne,Ghana
Midfield,66,11085.0,25,175,77,Fenerbahçe SK,Malawi
Defense,65,10068.0,23,184,79,Dundee FC,Romania
Defense,72,4694.0,31,188,73,Atlético de Madrid,Ukraine
Defense,72,6893.0,31,194,88,Seraing,Uzbekistan
Defense,70,10479.0,29,187,72,Sporting Kansas City,Denmark
Midfield,77,5570.0,34,184,68,Celtic,Northern Ireland
GoalKeeper,66,1077.0,29,193,66,Östersunds FK,New Zealand
Defense,68,6424.0,26,171,74,Toronto FC,Romania
Midfield,74,4535.0,20,183,74,Atlético Nacional,Scotland
Offense,60,963.0,24,183,67,Toronto FC,Poland
Defense,52,26481.0,22,182,81,Al Nassr,Liberia
Offense,75,2183.0,25,183,74,AS Saint-Étienne,Italy
Defense,74,1645.0,25,188,84,CF Monterrey,Brazil
Defense,53,1027.0,24,185,78,Heart of Midlothian,Portugal
GoalKeeper,63,673.0,31,179,66,Millwall,Finland
Defense,71,763.0,18,183,66,Jeonbuk Hyundai Motors,Zimbabwe
Defense,51,500.0,25,181,76,FC Voluntari,Norway
Midfield,80,9868.0,29,183,84,CA Osasuna,Uzbekistan
Midfield,55,1063.0,24,177,80,Aston Villa,India
Defense,72,18916.0,31,183,81,Millwall,Argentina
Midfield,78,9506.0,29,183,72,FC Schalke 04,Nigeria
Offense,64,516.0,31,190,77,SG Dynamo Dresden,Croatia
Midfield,55,1118.0,20,181,76,Sporting Kansas City,India
Defense,64,874.0,27,185,82,Portland Timbers,Czech Republic
GoalKeeper,65,10878.0,31,190,75,AS Saint-Étienne,China PR
Defense,74,9123.0,25,183,69,Independiente del Valle,China PR
Defense,76,8092.0,31,193,78,Hertha BSC,Belgium
Defense,54,1220.0,31,171,71,Manchester City,Ghana
Midfield,56,9856.0,27,174,75,Sporting Kansas City,England
Defense,73,2799.0,27,182,78,Montpellier Hérault SC,Serbia
Defense,62,907.0,25,185,73,Atlético Nacional,Nigeria
Offense,64,1020.0,22,183,76,Stade Malherbe Caen,United Arab Emirates
Midfield,59,1643.0,22,185,80,Avispa Fukuoka,England
Offense,64,1757.0,22,188,61,Molde FK,China PR
Defense,73,83708.0,22,191,82,Wrexham AFC,Argentina
Defense,76,13752.0,28,183,80,FC Schalke 04,Sweden
Defense,77,2140.0,36,189,74,AFC Bournemouth,Poland
Offense,58,1382.0,28,187,77,Liverpool,France
Midfield,66,955.0,24,187,74,Sporting Kansas City,France
Offense,75,4610.0,29,174,82,Club The Strongest,Benin
Midfield,56,1797.0,23,174,65,Plymouth Argyle,Romania
Offense,63,1081.0,33,185,80,F.C. København,Croatia
Defense,77,10838.0,31,188,79,Club de Foot Montréal,Brazil
Defense,74,2698.0,29,177,69,AC Milan,Brazil
Midfield,76,3162.0,18,175,73,Sporting Kansas City,Peru
Defense,73,28643.0,33,180,87,Olympique Lyonnais,Brazil
Midfield,65,3192.0,25,171,79,Estoril Praia,Liberia
Defense,78,2817.0,25,179,80,Houston Dynamo,Chile
Midfield,63,786.0,21,175,64,Atlético Nacional,Nigeria
Defense,62,500.0,20,187,73,Aarhus GF,South Africa
Defense,64,4262.0,30,191,73,Toronto FC,Denmark
Midfield,80,11432.0,28,185,76,Henan Songshan Longmen FC,Israel
GoalKeeper,59,1612.0,28,192,74,Stade Malherbe Caen,Georgia
Defense,77,22592.0,26,184,74,AS Saint-Étienne,Spain
Defense,77,12690.0,23,185,75,F.C. København,Indonesia
Defense,65,4728.0,30,184,78,Club Cerro Porteño,Saudi Arabia
Defense,66,14750.0,27,193,74,Sporting Kansas City,Spain
Midfield,64,1268.0,31,188,77,Atlético Nacional,Nigeria
Defense,73,50930.0,32,188,79,Aberdeen,Mexico
Midfield,78,6423.0,24,178,74,RKC Waalwijk,Cyprus
Offense,62,589.0,31,187,65,Guangzhou City,England
Midfield,64,876.0,27,178,75,AS Saint-Étienne,Peru
Midfield,60,17825.0,30,182,73,SC Paderborn 07,Cape Verde Islands
Defense,68,8009.0,35,189,84,FC Basel 1893,Canada
GoalKeeper,63,8913.0,32,174,70,Orlando City Soccer Club,Croatia
Offense,67,1547.0,26,184,74,FC Arouca,England
Defense,80,3575.0,28,180,81,IK Sirius,Panama
Midfield,61,1158.0,22,172,79,Hibernian,Israel
GoalKeeper,53,515.0,28,194,82,Heart of Midlothian,Germany
Offense,76,1978.0,26,184,74,Al Shabab,Cyprus
Midfield,59,2598.0,26,166,74,Sporting Kansas City,England
